db41c9b | anilkc01 | 2025-12-29 20:29:20 +0545 | 2025-12-29 20:29:20 +0545 | Merge Bikesh
e30f9b9 | anilkc01 | 2025-12-29 20:27:47 +0545 | 2025-12-29 20:27:47 +0545 | changes
2990d6e | anilkc01 | 2025-12-29 00:22:20 +0545 | 2025-12-29 00:22:20 +0545 | edit and delete
d675bc4 | anilkc01 | 2025-12-29 00:16:36 +0545 | 2025-12-29 00:16:36 +0545 | delete update
af003f6 | tekraj445 | 2025-12-28 21:17:43 +0545 | 2025-12-28 21:17:43 +0545 | Add files via upload
4bb7d25 | anilkc01 | 2025-12-28 21:14:47 +0545 | 2025-12-28 21:14:47 +0545 | enaableBid
337aeba | bikesh-khatri | 2025-12-28 21:13:58 +0545 | 2025-12-28 21:13:58 +0545 |  delete with password verification
5dbdcd6 | Bikesh Khatri | 2025-12-28 21:13:58 +0545 | 2025-12-28 21:13:58 +0545 |  delete with password verification
debc810 | anilkc01 | 2025-12-28 19:33:21 +0545 | 2025-12-28 19:33:21 +0545 | prpertyDiaaog
a91f7b1 | rhytham63 | 2025-12-28 18:43:16 +0545 | 2025-12-28 18:43:16 +0545 | Changes in Admin Dashboard
03a14a1 | anilkc01 | 2025-12-28 00:59:08 +0545 | 2025-12-28 00:59:08 +0545 | addProperty
09d8346 | anilkc01 | 2025-12-28 00:56:46 +0545 | 2025-12-28 00:56:46 +0545 | addProoperty
bb6807c | anilkc01 | 2025-12-27 16:44:11 +0545 | 2025-12-27 16:44:11 +0545 | kycfbd
a36e371 | tekraj445 | 2025-12-26 21:24:00 +0545 | 2025-12-26 21:24:00 +0545 | Add files via upload
2b5e5e2 | anilkc01 | 2025-12-26 20:28:56 +0545 | 2025-12-26 20:28:56 +0545 | migrated as per module
e2c1114 | bikesh-khatri | 2025-12-25 22:06:41 +0545 | 2025-12-25 22:06:41 +0545 | Delete account
5f47734 | Bikesh Khatri | 2025-12-25 22:06:41 +0545 | 2025-12-25 22:06:41 +0545 | Delete account
c031b54 | anilkc01 | 2025-12-25 22:05:34 +0545 | 2025-12-25 22:05:34 +0545 | dashboard
d4c06e2 | rhytham63 | 2025-12-25 22:02:24 +0545 | 2025-12-25 22:02:24 +0545 | KYC verification done
ded1455 | bikesh-khatri | 2025-12-24 20:59:29 +0545 | 2025-12-24 20:59:29 +0545 | kyc form
c60df1a | Bikesh Khatri | 2025-12-24 20:59:29 +0545 | 2025-12-24 20:59:29 +0545 | kyc form
d18803c | anilkc01 | 2025-12-13 13:46:16 +0545 | 2025-12-13 13:46:16 +0545 | merged and works
0ab2d72 | bikesh-khatri | 2025-12-13 13:46:16 +0545 | 2025-12-13 13:46:16 +0545 | merged and works
b667869 | anilkc01 | 2025-12-13 13:43:10 +0545 | 2025-12-13 13:43:10 +0545 | Merge remote-tracking branch 'remotes/origin/tekraj' into production
9fe4c90 | bikesh-khatri | 2025-12-13 13:43:10 +0545 | 2025-12-13 13:43:10 +0545 | Merge remote-tracking branch 'remotes/origin/tekraj' into production
8a8d7a8 | rhytham63 | 2025-12-10 21:21:05 +0545 | 2025-12-10 21:21:05 +0545 | login frontend added
7deeb13 | bikesh-khatri | 2025-12-10 21:21:05 +0545 | 2025-12-10 21:21:05 +0545 | login frontend added
69ebf3d | Tek Raj Sapkota | 2025-12-10 20:48:23 +0545 | 2025-12-10 20:48:23 +0545 | registration frontend
f157598 | bikesh-khatri | 2025-12-10 20:48:23 +0545 | 2025-12-10 20:48:23 +0545 | registration frontend
c6f0d99 | anilkc01 | 2025-12-10 19:04:12 +0545 | 2025-12-10 19:04:12 +0545 | welcome screen for guest done
2a7a4e0 | bikesh-khatri | 2025-12-10 19:04:12 +0545 | 2025-12-10 19:04:12 +0545 | welcome screen for guest done
9d84e31 | anilkc01 | 2025-12-03 18:24:05 +0545 | 2025-12-03 18:24:05 +0545 | Project Initial Stucture Setup
9d87293 | bikesh-khatri | 2025-12-03 18:24:05 +0545 | 2025-12-03 18:24:05 +0545 | Project Initial Stucture Setup
